Genero;Idade;Escolaridade;Trabalho;Reg_metrop;Cor;Reg_Urbano;Cart_assinada;Pobreza
Feminino;39;5;4;Nao_Metrop;Branco;Rural;Sim;Nao
Feminino;20;6;4;Nao_Metrop;Branco;Rural;Sim;Nao
Feminino;35;3;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;38;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;44;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;46;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;45;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;20;6;9;Nao_Metrop;Branco;Rural;Nao;Nao
Feminino;43;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;20;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;18;5;2;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;28;5;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;28;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;26;5;5;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;56;2;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;41;7;2;Nao_Metrop;Branco;Urbano;Outros;Pobreza
Masculino;38;3;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;33;5;7;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;42;2;3;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;33;5;2;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;22;2;1;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;52;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;33;7;9;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;34;2;1;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Feminino;37;3;2;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;27;4;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;25;5;1;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Masculino;23;5;1;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;22;5;2;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Feminino;19;5;2;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Masculino;49;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;62;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;25;5;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;21;5;1;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Masculino;49;5;5;Metrop;Branco;Urbano;Outros;Nao
Feminino;41;5;4;Metrop;Branco;Urbano;Outros;Nao
Masculino;34;5;4;Metrop;Branco;Urbano;Sim;Nao
Feminino;38;7;9;Metrop;Branco;Urbano;Sim;Nao
Masculino;41;7;4;Metrop;Branco;Urbano;Sim;Nao
Masculino;35;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;26;6;3;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;28;3;3;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;39;5;7;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;56;3;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;36;5;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;26;3;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;52;2;3;Nao_Metrop;Nao Branco;Urbano;Outros;Pobreza
Masculino;55;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;30;7;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;49;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;25;3;1;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Feminino;43;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;55;1;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;36;5;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;33;3;1;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;26;2;1;Nao_Metrop;Branco;Rural;Outros;Pobreza
Masculino;18;5;8;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;51;5;6;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;38;2;3;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;55;3;5;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;32;7;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;42;7;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;48;6;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;42;5;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;19;5;3;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;51;7;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;51;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;53;3;1;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;26;6;9;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;22;6;9;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;35;2;3;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;24;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;55;2;11;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;51;3;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;36;7;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;33;5;10;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Feminino;40;3;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;46;1;7;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;21;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;19;1;4;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;27;3;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;44;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;40;2;6;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;30;7;9;Metrop;Branco;Urbano;Outros;Nao
Feminino;55;7;9;Metrop;Branco;Urbano;Outros;Nao
Masculino;34;7;9;Metrop;Branco;Urbano;Sim;Nao
Feminino;38;7;7;Metrop;Branco;Urbano;Outros;Nao
Feminino;34;7;8;Metrop;Branco;Urbano;Sim;Nao
Feminino;36;7;9;Metrop;Branco;Urbano;Outros;Nao
Masculino;45;4;7;Metrop;Branco;Urbano;Sim;Nao
Masculino;35;5;7;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;32;6;5;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;30;4;5;Metrop;Branco;Urbano;Sim;Nao
Masculino;26;4;6;Metrop;Branco;Urbano;Outros;Nao
Feminino;26;4;6;Metrop;Branco;Urbano;Outros;Nao
Feminino;36;7;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;23;6;3;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;31;3;3;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;23;7;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;21;5;3;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;62;2;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;34;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;35;7;8;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;32;6;9;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;47;7;11;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;28;5;3;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;32;7;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;33;7;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;38;3;9;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;35;2;3;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;55;2;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;50;7;7;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;51;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;49;5;6;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;47;5;5;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;40;7;7;Metrop;Branco;Urbano;Sim;Nao
Masculino;60;2;3;Metrop;Branco;Urbano;Outros;Nao
Masculino;30;2;3;Metrop;Branco;Urbano;Outros;Nao
Feminino;27;2;11;Metrop;Branco;Urbano;Sim;Nao
Feminino;30;5;9;Metrop;Branco;Urbano;Sim;Nao
Masculino;40;7;7;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;33;7;7;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;43;5;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;29;3;4;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;46;5;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;47;7;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;35;7;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;52;4;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;56;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;37;7;7;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;30;7;7;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;74;5;10;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;47;2;7;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;39;5;1;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;29;5;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;36;2;3;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Masculino;53;2;1;Nao_Metrop;Branco;Rural;Nao;Nao
Feminino;48;2;11;Nao_Metrop;Nao Branco;Rural;Nao;Nao
Masculino;22;4;1;Nao_Metrop;Nao Branco;Rural;Nao;Pobreza
Masculino;26;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;22;7;1;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;26;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;32;2;2;Nao_Metrop;Nao Branco;Urbano;Sim;Pobreza
Masculino;25;3;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;25;2;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;23;5;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;61;3;8;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;47;5;8;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;49;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;22;4;4;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;55;5;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;46;2;6;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;40;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;28;3;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;51;2;5;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;30;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;50;3;5;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;23;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;22;6;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;24;2;2;Nao_Metrop;Branco;Urbano;Sim;Pobreza
Feminino;46;7;9;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Masculino;57;2;1;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Masculino;21;5;2;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Masculino;21;5;2;Nao_Metrop;Nao Branco;Rural;Sim;Nao
Masculino;43;7;1;Nao_Metrop;Branco;Rural;Nao;Nao
Feminino;41;7;4;Nao_Metrop;Branco;Rural;Sim;Nao
Feminino;20;6;9;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;59;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;55;5;1;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;46;5;1;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;51;6;9;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;42;2;2;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;43;2;3;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;17;4;1;Nao_Metrop;Branco;Rural;Sim;Nao
Feminino;33;5;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;41;3;4;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;22;4;1;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Masculino;55;7;9;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Feminino;39;5;2;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;47;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;19;5;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;23;5;1;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;32;5;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;43;3;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;38;5;4;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;16;3;4;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;30;5;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;41;7;8;Metrop;Branco;Urbano;Outros;Nao
Feminino;35;7;4;Metrop;Branco;Urbano;Sim;Nao
Feminino;44;5;11;Metrop;Branco;Urbano;Nao;Nao
Masculino;54;7;3;Metrop;Branco;Urbano;Outros;Nao
Feminino;37;2;6;Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;35;7;7;Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;42;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;31;7;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;37;7;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;36;7;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;49;7;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;56;6;2;Nao_Metrop;Branco;Urbano;Outros;Pobreza
Masculino;56;3;7;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;27;7;7;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;37;7;8;Metrop;Branco;Urbano;Outros;Nao
Feminino;37;6;8;Metrop;Branco;Urbano;Sim;Nao
Masculino;51;3;4;Metrop;Branco;Urbano;Outros;Nao
Masculino;59;5;5;Metrop;Branco;Urbano;Outros;Nao
Masculino;33;5;4;Metrop;Branco;Urbano;Sim;Nao
Feminino;41;5;6;Metrop;Branco;Urbano;Sim;Nao
Masculino;53;2;3;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;52;5;5;Nao_Metrop;Branco;Urbano;Outros;Pobreza
Masculino;38;5;3;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;26;5;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;34;5;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;39;7;8;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;40;5;8;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;46;2;11;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;58;2;3;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;27;7;7;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;27;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;24;3;2;Nao_Metrop;Branco;Urbano;Sim;Pobreza
Feminino;43;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;24;7;9;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;31;2;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;38;2;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;53;2;5;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;35;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;42;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;38;5;5;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;30;2;2;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;29;2;2;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;40;3;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;47;3;5;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;33;3;4;Nao_Metrop;Branco;Urbano;Sim;Pobreza
Masculino;22;3;3;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;21;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;38;7;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;34;7;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;43;7;8;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;37;7;5;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;54;7;8;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;48;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;36;7;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;33;7;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;48;7;4;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;51;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;34;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;29;7;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;26;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;48;7;8;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;41;7;8;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;49;2;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;55;5;3;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;60;2;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;18;4;9;Nao_Metrop;Nao Branco;Urbano;Nao;Nao
Masculino;28;5;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;33;5;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;39;5;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;35;7;7;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;39;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;28;4;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;56;3;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;38;5;1;Nao_Metrop;Branco;Rural;Outros;Pobreza
Masculino;24;5;2;Nao_Metrop;Branco;Rural;Nao;Nao
Masculino;60;3;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;51;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;51;2;8;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;52;2;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;24;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;24;3;3;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;53;1;1;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;25;1;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;59;2;3;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;46;2;11;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;36;3;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;40;3;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;43;2;5;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;49;2;6;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;23;3;5;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;59;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;16;4;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;50;5;9;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;25;6;8;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;26;7;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;24;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;44;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;38;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;20;4;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;37;7;9;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;32;2;8;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;46;2;1;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;15;3;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;40;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;25;5;10;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;21;6;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;63;2;3;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;52;5;3;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;43;5;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;43;5;9;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;41;7;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;41;7;2;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;52;2;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;55;2;5;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;52;2;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;26;6;9;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;28;4;6;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;47;7;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;61;3;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;22;6;7;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;19;4;1;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;50;5;5;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;48;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;44;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;26;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;27;6;8;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;51;5;5;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;40;5;4;Nao_Metrop;Branco;Urbano;Sim;Pobreza
Feminino;59;2;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;47;2;3;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;45;2;11;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;37;4;3;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;33;7;7;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;26;7;7;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;35;6;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;32;5;9;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;52;5;11;Nao_Metrop;Branco;Urbano;Nao;Nao
Feminino;56;5;11;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;30;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;48;2;3;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;57;7;7;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;24;7;7;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;54;7;9;Nao_Metrop;Branco;Urbano;Outros;Nao
Masculino;54;7;1;Metrop;Branco;Urbano;Outros;Nao
Masculino;61;2;11;Metrop;Branco;Urbano;Nao;Nao
Feminino;42;6;8;Metrop;Branco;Urbano;Outros;Nao
Masculino;41;7;2;Metrop;Branco;Urbano;Outros;Nao
Masculino;23;7;2;Metrop;Branco;Urbano;Nao;Nao
Feminino;61;7;9;Metrop;Branco;Urbano;Outros;Nao
Masculino;38;7;5;Metrop;Branco;Urbano;Sim;Nao
Masculino;49;2;1;Metrop;Branco;Urbano;Outros;Pobreza
Feminino;59;2;11;Metrop;Branco;Urbano;Nao;Nao
Masculino;63;2;3;Metrop;Branco;Urbano;Outros;Nao
Masculino;66;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;62;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;54;3;1;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;60;3;1;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;21;7;7;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;18;5;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;46;2;3;Nao_Metrop;Nao Branco;Rural;Outros;Pobreza
Masculino;52;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Masculino;56;2;1;Nao_Metrop;Nao Branco;Rural;Outros;Nao
Masculino;37;5;1;Nao_Metrop;Branco;Rural;Sim;Nao
Feminino;33;3;1;Nao_Metrop;Branco;Rural;Sim;Nao
Masculino;48;5;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;43;5;7;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Feminino;33;5;7;Nao_Metrop;Nao Branco;Urbano;Outros;Nao
Masculino;46;7;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;44;2;11;Nao_Metrop;Branco;Urbano;Sim;Nao
Feminino;45;3;11;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;27;5;7;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;18;4;4;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;33;5;2;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;47;7;9;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Masculino;30;3;4;Nao_Metrop;Nao Branco;Urbano;Sim;Nao
Feminino;31;7;8;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;41;2;9;Nao_Metrop;Branco;Urbano;Sim;Pobreza
Masculino;42;5;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;31;7;9;Nao_Metrop;Branco;Urbano;Nao;Nao
Masculino;40;5;2;Nao_Metrop;Branco;Urbano;Sim;Nao
Masculino;40;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;37;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;49;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;56;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;35;5;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;64;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Feminino;62;2;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;34;4;1;Nao_Metrop;Branco;Rural;Outros;Nao
Masculino;59;3;4;Nao_Metrop;Branco;Urbano;Outros;Nao
Feminino;41;7;10;Nao_Metrop;Branco;Urbano;Sim;Nao
